,1.03,2.02,3.05,4.02,5.05,6.04,7.07,8.0,9.03,10.02,11.05,12.02,13.05,14.04,15.07,16.2,17.23,18.24,19.25,20.22
29,16,29,48,77,118,163,217,266,323,383,446,506,577,647,722,791,858,917,965,967
30,14,29,49,78,118,162,218,264,325,381,443,505,577,647,721,793,859,917,968,968
31,16,28,50,79,119,164,216,264,324,381,445,509,578,646,721,792,862,919,968,967
32,14,29,48,78,118,163,218,268,322,381,447,509,576,646,722,790,862,916,966,967
33,16,28,49,77,119,163,218,267,325,382,446,505,575,648,722,790,858,916,966,969
34,14,29,47,78,118,162,217,266,324,383,443,506,577,648,720,791,860,916,967,968
35,16,29,48,77,120,165,219,264,324,381,443,506,579,646,720,792,861,918,968,968
36,16,29,49,78,119,164,216,268,322,381,447,509,577,645,721,791,860,918,967,967
37,17,29,50,78,118,162,217,265,323,382,446,507,575,646,724,790,860,915,966,968
38,16,29,49,79,120,164,217,264,324,380,443,505,574,648,721,791,858,918,967,970
39,16,28,50,77,119,163,216,265,325,381,444,507,576,649,720,794,860,916,967,967
40,14,29,49,80,120,165,218,268,323,382,445,508,578,645,722,792,861,918,968,966
41,15,30,50,79,118,163,216,266,325,382,448,507,577,646,721,791,861,919,966,968
42,16,28,48,78,118,162,217,265,324,380,444,505,576,647,723,789,858,916,967,968
43,14,30,50,78,120,165,218,268,325,381,444,506,576,647,722,791,859,918,969,968
44,15,27,50,79,119,165,217,267,322,382,447,507,578,647,722,794,859,918,967,966
45,16,29,49,78,116,164,217,265,323,384,447,509,578,646,722,792,863,917,966,968
46,15,27,49,78,118,162,216,264,324,381,444,505,575,647,723,791,860,917,966,968
47,16,29,50,79,119,164,218,265,323,380,443,506,576,647,722,791,857,916,967,967
48,15,28,49,77,118,163,220,268,322,382,446,508,577,649,721,791,860,917,966,968
49,15,30,50,78,120,165,216,266,324,383,446,509,577,647,722,793,860,920,966,968
50,14,29,49,78,118,162,218,264,324,380,445,506,576,645,723,793,860,918,969,968
51,16,30,49,78,120,163,217,268,324,381,444,505,575,649,725,790,859,916,967,967
52,15,29,49,78,120,165,218,268,322,381,446,505,577,649,721,791,858,917,966,967
53,16,29,48,79,118,163,216,265,324,383,447,510,579,646,721,793,860,917,967,967
54,13,29,49,77,119,163,216,264,325,380,445,506,576,645,721,793,861,918,967,970
55,14,29,48,78,119,165,218,266,323,380,445,506,575,647,724,790,861,919,968,968
56,14,28,49,78,120,165,218,267,322,380,446,505,577,647,722,791,860,915,966,966
57,16,29,48,80,121,163,216,265,324,383,447,507,580,647,720,793,859,917,966,967
58,15,31,51,77,119,162,217,265,325,382,446,509,579,647,720,792,861,917,968,969
59,17,29,49,79,120,163,219,267,323,378,444,505,576,645,722,791,861,917,966,969
60,15,29,49,79,119,165,218,267,323,381,444,505,575,649,722,790,859,915,968,967
61,17,28,50,78,118,163,216,266,324,382,446,507,578,649,722,791,859,916,966,968
62,15,28,49,78,120,165,218,266,325,380,445,508,577,646,720,793,860,917,967,968
63,16,29,49,78,118,164,218,267,322,380,445,507,577,647,722,794,861,920,966,968
64,15,29,49,78,118,162,216,268,322,381,443,506,575,648,724,790,862,917,967,969
65,15,29,50,77,119,162,216,265,322,383,445,507,577,648,721,791,858,915,967,970
66,16,28,48,78,115,163,218,265,324,382,446,509,578,647,720,791,860,916,969,968
67,16,28,50,77,120,164,217,268,324,379,445,506,576,647,721,791,861,919,967,968
68,16,28,49,78,119,164,217,266,321,381,446,505,575,646,722,793,861,916,967,968
69,15,27,50,78,118,163,216,264,324,383,444,505,577,647,724,792,860,917,966,967
70,17,28,50,79,120,163,216,266,325,382,446,507,577,648,722,789,858,916,967,968
71,15,30,49,77,118,164,217,266,322,379,445,508,577,645,719,791,861,917,968,967
72,15,30,47,79,119,162,218,266,322,380,444,506,577,646,722,793,860,917,966,968
73,15,29,50,77,120,163,218,266,324,382,444,505,576,647,722,791,859,919,967,968
74,15,29,47,78,118,165,217,266,324,384,445,510,577,648,722,790,858,916,966,968
75,15,31,48,77,118,162,217,267,323,382,446,508,577,647,721,791,858,916,966,966
76,14,29,49,78,120,164,216,266,323,381,444,506,575,647,720,793,858,918,967,967
77,15,30,48,78,118,164,217,265,324,383,445,507,574,645,722,792,861,917,967,968
78,15,29,50,78,118,164,215,267,324,382,445,505,575,647,723,791,861,917,967,970
79,17,31,48,78,119,164,216,266,322,381,446,507,577,648,722,791,859,917,967,967
80,14,29,51,78,119,165,218,266,322,379,446,507,577,647,721,792,859,917,968,968
81,15,29,50,77,118,165,217,265,325,382,444,505,576,646,720,792,861,917,966,968
82,15,28,51,79,119,163,217,266,324,382,445,505,574,645,723,791,861,918,967,968
83,15,30,49,79,120,164,218,268,323,380,447,508,576,645,723,790,861,916,967,968
84,15,29,49,78,119,163,217,265,323,380,446,507,579,649,722,791,860,917,967,967
85,16,28,48,80,119,164,218,267,324,382,445,508,577,647,720,792,859,915,967,967
86,14,27,50,78,121,164,216,267,325,380,445,504,576,646,723,792,861,919,967,968
87,18,28,50,79,118,165,219,267,322,380,445,507,578,648,723,793,860,917,967,967
88,15,29,48,78,121,165,218,265,322,381,447,508,578,649,722,791,860,917,965,966
89,17,27,50,78,117,163,216,266,324,383,445,506,579,647,720,791,859,916,968,968
90,15,29,48,78,119,163,216,267,324,383,444,506,575,645,721,792,860,917,969,967
91,16,30,51,78,118,164,217,268,323,381,447,505,576,647,723,793,862,917,967,968
92,14,28,48,78,119,165,219,267,322,380,448,508,577,648,723,792,859,918,966,966
93,17,28,49,77,119,162,218,266,324,383,444,508,580,647,721,791,859,915,967,967
94,16,29,48,78,118,163,216,266,327,382,444,504,578,646,721,792,859,914,965,970
95,16,29,50,77,118,165,217,266,323,380,445,506,575,645,722,791,860,920,968,967
96,15,28,48,78,119,161,219,267,321,379,445,505,577,646,723,792,861,917,966,967
97,16,30,50,77,120,163,216,267,325,382,444,509,579,649,723,789,860,917,966,967
98,15,30,49,78,118,165,216,266,324,381,443,506,578,648,721,791,859,916,965,970
99,15,30,48,77,117,162,220,265,326,380,444,505,577,647,721,791,860,917,966,968
100,15,29,49,78,120,165,217,266,322,379,445,507,575,647,722,792,861,916,966,966
101,14,29,50,78,121,163,216,267,324,381,444,508,579,649,724,789,861,919,966,968
102,14,27,50,78,118,163,216,267,324,383,443,505,576,648,721,791,858,918,969,967
103,15,29,50,79,118,163,217,266,322,382,445,505,576,646,721,793,858,917,967,969
104,16,29,49,78,118,164,216,267,322,380,447,507,575,646,721,793,860,917,968,967
105,15,30,50,78,120,166,216,267,324,382,447,507,577,646,723,791,862,918,966,967
106,14,30,49,78,119,163,218,266,325,383,444,507,580,648,723,791,860,917,968,968
107,15,30,48,79,120,163,218,266,323,381,445,505,576,646,721,790,860,916,967,968
108,14,28,48,77,119,165,216,265,322,380,447,505,575,647,720,793,858,916,966,967
109,15,28,46,78,118,165,217,267,325,381,445,509,578,647,722,792,860,917,966,967
110,15,29,48,78,120,161,218,266,325,380,444,508,578,647,724,789,861,917,967,967
111,15,28,48,78,119,163,220,264,321,381,444,508,578,650,722,791,859,917,968,969
112,13,28,49,78,119,163,216,267,323,381,446,506,575,647,722,791,860,915,966,968
113,16,28,48,78,119,163,216,267,325,380,447,506,575,649,723,793,859,916,966,969
114,15,27,50,78,120,163,217,266,323,381,444,507,577,646,721,793,860,917,967,967
115,16,28,49,79,119,164,219,265,323,382,444,506,577,648,723,790,859,917,967,967
116,15,29,49,79,119,165,216,267,322,380,447,505,577,646,720,792,860,917,968,968
117,16,28,49,78,118,163,214,265,325,381,447,509,576,646,720,792,858,913,967,968
118,16,29,48,78,119,163,218,264,323,383,444,506,576,646,723,793,860,916,968,970
119,16,29,48,78,119,165,217,266,323,381,442,507,577,648,722,791,861,918,968,968
120,15,29,49,79,118,164,218,268,322,381,445,506,579,647,722,791,862,917,967,967
121,14,29,49,78,121,163,218,266,325,380,447,506,576,647,720,792,859,917,967,969
122,15,29,50,79,119,163,217,265,324,382,445,510,578,646,722,793,859,916,966,969
123,15,29,50,78,120,163,218,267,321,382,444,508,578,648,724,791,862,916,967,968
124,15,28,49,79,121,163,218,267,323,380,446,506,578,647,722,789,862,920,968,967
125,14,29,49,78,119,163,218,267,324,381,446,507,577,648,722,791,860,918,967,968
126,15,28,50,78,120,165,216,264,324,382,445,507,574,645,721,792,859,917,966,968
127,14,29,50,78,118,161,216,267,322,383,444,505,577,647,722,793,858,916,966,969
128,12,29,49,78,119,162,218,267,324,380,444,506,578,649,722,792,860,917,967,968
129,14,28,48,77,120,163,218,265,325,380,446,506,576,647,723,791,861,919,968,968
130,15,28,50,78,118,164,216,264,325,382,444,507,576,646,720,791,860,917,967,967
131,16,28,50,77,120,165,215,267,323,382,445,507,575,645,722,791,861,917,967,970
132,15,27,49,78,119,164,218,268,323,381,445,506,578,648,722,792,860,918,966,965
133,15,29,48,79,118,163,217,265,325,382,447,508,579,649,723,792,861,917,968,965
134,15,29,49,78,120,163,216,264,325,380,445,506,576,647,724,789,862,918,967,969
135,16,29,50,77,119,165,217,265,322,382,446,509,575,647,720,790,859,917,968,967
136,15,28,49,78,119,160,219,268,322,381,443,507,577,647,723,791,859,915,966,968
137,16,28,50,79,119,163,216,264,325,380,446,506,579,649,723,792,860,917,966,968
138,15,28,50,78,119,162,216,266,324,381,446,506,577,647,723,791,863,919,967,967
139,15,30,49,78,119,162,219,268,323,382,446,506,576,646,723,789,860,917,968,970
140,14,29,49,76,120,166,218,267,323,381,444,507,577,646,722,792,859,917,966,967
141,17,28,48,78,119,163,216,265,324,380,445,505,578,648,721,792,859,915,967,966
142,15,29,48,78,116,163,216,265,325,382,445,504,577,647,722,791,859,917,966,968
143,17,28,50,78,118,165,217,267,323,382,446,506,576,646,722,789,862,920,968,967
144,15,28,49,78,119,164,216,266,322,381,445,510,574,646,720,791,860,917,967,968
145,16,28,50,77,119,163,216,265,325,382,446,506,578,647,721,792,859,916,966,968
146,14,29,47,79,118,162,217,265,324,381,445,507,577,648,722,794,861,916,968,967
147,15,29,48,78,120,164,221,268,323,381,445,507,577,647,722,791,862,918,966,968
148,15,29,49,78,119,163,217,264,322,381,445,508,575,646,722,790,860,918,966,967
149,14,29,50,79,118,163,216,265,325,381,445,509,578,647,721,792,859,916,966,967
150,15,28,49,78,118,163,216,267,323,378,444,505,578,648,723,792,859,916,967,970
151,15,28,50,77,119,164,218,268,322,382,445,506,576,649,723,792,861,918,968,967
152,16,29,49,79,121,164,216,267,324,382,445,508,576,647,722,791,862,919,966,967
153,15,28,50,78,118,163,216,265,325,381,445,506,575,647,721,791,861,917,965,969
154,17,28,51,78,118,164,217,266,324,381,445,505,578,645,719,793,858,917,967,968
155,15,29,50,75,120,164,218,267,323,381,446,505,577,648,723,791,860,915,966,968
156,15,27,51,78,120,162,216,266,323,381,447,506,576,647,723,793,860,918,967,969
157,13,29,50,76,118,164,216,265,325,381,443,508,577,646,721,791,861,918,966,967
158,16,29,49,78,119,164,218,267,324,380,445,506,578,646,722,791,861,916,967,969
159,15,30,48,79,120,164,217,267,323,382,447,506,578,648,721,793,860,916,968,967
160,16,29,49,78,119,164,218,267,322,381,445,507,578,648,722,792,860,916,967,964
161,15,30,49,78,121,164,217,265,325,380,445,508,575,648,722,789,861,917,967,968
162,15,30,49,79,120,162,216,268,325,381,445,508,575,646,721,789,860,918,967,967
163,16,30,47,78,120,162,218,268,322,381,444,505,577,646,722,792,860,918,966,968
164,15,28,48,78,121,163,216,266,324,382,446,505,579,649,723,792,858,918,967,967
165,16,28,50,79,121,163,218,266,324,381,445,508,576,648,722,792,862,917,967,967
166,15,30,49,79,118,163,217,266,325,380,444,507,575,646,722,789,861,919,967,968
167,18,27,48,79,119,164,216,266,322,381,446,506,576,647,722,791,860,919,966,968
168,15,29,49,78,119,164,217,265,322,381,446,504,578,649,722,792,858,913,967,968
169,16,27,49,78,119,163,218,265,325,381,445,507,577,647,723,793,860,917,968,967
170,15,28,49,76,118,163,216,267,324,380,445,508,576,646,722,792,861,918,967,968
171,15,28,50,78,119,164,217,268,322,381,445,508,576,645,722,789,861,918,968,968
172,15,29,49,77,120,165,218,264,322,381,447,505,577,647,721,791,858,916,966,968
173,15,28,52,78,121,163,218,267,325,381,445,507,580,649,722,794,860,914,967,966
174,15,30,49,78,119,162,216,266,323,380,442,508,574,648,723,791,861,917,967,968
175,16,29,49,78,118,164,217,265,322,382,446,506,575,646,722,791,860,918,967,966
176,16,29,49,77,120,162,219,266,326,383,446,506,577,647,722,791,859,918,966,967
177,16,28,50,79,119,163,216,267,325,382,445,505,577,648,722,792,860,918,968,968
178,16,30,48,78,119,165,216,267,323,381,443,508,575,647,723,793,859,918,967,968
179,15,29,49,79,119,164,218,267,323,382,444,508,575,646,722,792,861,918,966,967
180,15,31,49,78,118,164,220,265,323,383,448,506,575,646,721,790,862,919,966,968
181,14,30,50,77,118,163,218,267,324,381,446,505,579,647,720,791,858,917,967,967
182,16,28,48,78,121,163,216,266,323,380,445,505,577,648,722,793,859,916,968,969
183,15,31,48,79,120,164,218,264,323,380,445,509,575,646,722,792,861,917,968,968
184,15,30,49,78,118,162,217,268,322,380,446,508,577,646,722,791,862,917,966,966
185,15,29,47,77,121,163,217,267,324,384,447,505,580,647,721,791,861,917,966,968
186,15,31,49,80,120,163,216,266,323,380,445,508,579,647,719,792,860,917,967,968
187,14,29,48,77,120,162,219,265,323,381,444,507,575,649,723,792,859,916,968,967
188,17,28,49,78,120,163,218,265,322,382,446,509,577,647,722,790,862,916,966,968
189,16,28,50,77,119,165,216,267,325,382,446,507,577,647,722,790,862,917,966,968
190,15,29,51,78,120,163,216,266,323,381,444,504,578,647,721,791,859,917,967,967
191,15,29,49,79,118,164,218,265,322,381,444,508,578,649,722,793,857,918,968,967
192,16,25,49,78,116,164,218,267,324,382,447,508,575,648,723,793,860,917,966,967
193,16,28,50,81,119,165,216,267,325,383,447,506,576,646,722,791,860,918,966,967
194,15,28,50,78,119,163,218,265,323,381,446,505,578,646,719,791,861,919,967,967
195,16,28,48,79,120,164,219,265,322,381,444,508,577,648,721,791,860,918,968,967
196,16,28,49,78,121,165,218,267,323,380,447,507,576,648,723,792,858,918,967,967
197,16,29,48,80,119,164,216,267,325,383,446,507,577,647,722,792,861,915,967,966
198,14,29,50,78,119,162,217,265,323,380,446,506,576,646,722,789,862,917,967,969
199,16,28,48,77,120,164,218,266,322,380,444,507,578,648,720,791,861,918,968,967
